6474975979056506,-9.073882,0.071186475,2.5058835,-0.02037258,-0.005059857,0.013714875
6474976057858277,-9.155238,0.0735793,2.5202405,-0.008655018,-0.0047935485,-0.0013315412
6474976156368954,-9.02124,-0.06281159,2.7670002,0.010918639,0.013315413,-0.0017310036
6474976254894891,-8.966206,0.30358937,2.3599212,0.074433155,-0.02197043,0.026364516
6474976274595100,-8.939884,0.32512477,2.431706,0.053128496,0.010386022,0.052196417
6474976353401714,-9.262916,0.15014961,2.3288147,0.018108962,0.017576344,0.058587816
6474976451908329,-9.277272,0.5069793,2.405385,0.05938674,0.017443191,0.0612509
6474976471573589,-9.14806,0.538086,2.4149563,0.021704122,-0.01611165,0.0145138
6474976550413954,-9.124132,0.4854439,2.46042,-0.017975807,-0.003195699,-0.028894445
6474976648918589,-8.822337,0.20997019,2.5896323,-0.04540556,-0.024899822,-0.07190323
6474976668622444,-8.954242,0.24825534,2.4699912,0.012250179,-0.0117175635,-0.13914606
6474976747402235,-8.9566345,0.3681956,2.6183462,-0.027562905,-0.024500359,-0.17283405
6474976845914371,-9.042776,0.17647067,2.6135604,-0.11597724,-0.047669176,-0.1980002
6474976865631037,-9.037991,0.08075777,2.649453,-0.150331,-0.020505736,-0.20359266
6474976944433433,-9.095418,-0.49381876,2.5441687,-0.08202294,-0.024766669,-0.19400556
6474977042937183,-9.004491,-0.61106706,2.5848467,-0.042076703,-0.014114338,-0.21491076
6474977062632600,-9.057133,-0.6445666,2.5513473,-0.052462727,-0.02157097,-0.2556559
6474977141448641,-9.011669,-0.64217377,2.5824537,-0.07696309,-0.01837527,-0.26724035
6474977239945256,-9.02124,-0.92243314,2.5034907,-0.111183695,-0.001065233,-0.2484656
6474977259649891,-9.045169,-1.006182,2.5824537,-0.11477886,-0.010519176,-0.2098509
6474977338465569,-9.124132,-1.3271192,2.6470602,-0.09014534,-0.02423405,-0.20891882
6474977436947496,-9.004491,-1.4395819,2.6949165,-0.08668334,-0.022769356,-0.21078299
6474977456674631,-8.932706,-1.4730815,2.6303103,-0.09240896,0.009054481,-0.21331291
6474977535465516,-8.841479,-1.8080766,2.5728827,-0.09453943,0.024899822,-0.24633513
6474977633993641,-8.822337,-1.9471594,2.5585256,-0.07975932,0.009187635,-0.26950395
6474977653675621,-8.796016,-2.0093727,2.5872395,-0.101463445,0.026098209,-0.27203387
6474977732480256,-8.882157,-2.289333,2.608775,-0.099066675,0.017310036,-0.27016973
6474977830995933,-8.7266245,-2.536093,2.4867408,-0.07762886,0.007989247,-0.26364517
6474977870396714,-8.733803,-2.6461627,2.44367,-0.0821561,0.023967743,-0.24100897
6474977968909839,-8.659625,-2.8399813,2.3838496,-0.114645705,0.030225987,-0.21757385
6474977988613225,-8.693125,-2.9742785,2.3862424,-0.12982528,0.032356452,-0.22742724
6474978067420933,-8.595019,-3.1800613,2.3455644,-0.09933298,0.033821147,-0.2339518
6474978165923381,-8.559127,-3.4220355,2.2785654,-0.07003907,0.028228676,-0.21903855
6474978185625152,-8.544769,-3.4866416,2.2091734,-0.06484606,0.036217924,-0.20798674
6474978264430777,-8.413164,-3.5584264,2.228316,-0.052329574,0.026897134,-0.20252743
6474978362936923,-8.384451,-3.8072798,2.1155543,-0.04101147,0.019573657,-0.19360611
6474978382641194,-8.365009,-3.7761734,2.1131616,-0.054326884,0.020239428,-0.17336668
6474978461444996,-8.365009,-3.8886359,2.117947,-0.052196417,0.018641578,-0.1631138
6474978559955829,-8.293224,-4.063611,2.1083758,-0.05193011,0.006258244,-0.17816022
6474978579640048,-8.240582,-4.104289,2.0892332,-0.04074516,0.0034620073,-0.18188854
6474978658443016,-8.252546,-4.087539,2.0078773,-0.03062545,0.008521864,-0.16218174
6474978756950621,-8.290832,-4.430012,2.038984,-0.05685681,-0.014646954,-0.12662958
6474978776654266,-8.216654,-4.430012,2.0557337,-0.06031882,-0.025565593,-0.10852061
6474978855466662,-7.974979,-4.47069,1.9887347,-0.08934642,-0.007057169,-0.109452695
6474978953965933,-8.166405,-4.590331,2.1562324,-0.15099677,-0.039280467,-0.10931954
6474978973676766,-8.104191,-4.647759,2.2187448,-0.0870828,-0.024633514,-0.13674928
6474979052472287,-7.867302,-4.788935,1.9815563,-0.056324195,-0.011983871,-0.11557778
6474979150979839,-8.137691,-4.712365,2.0294127,-0.032356452,0.0017310036,-0.08428656
6474979249494475,-7.89123,-4.985446,1.9336998,-0.037549466,0.008921326,-0.06817491
6474979269188433,-7.84786,-5.011767,1.9815563,-0.01837527,0.015579033,-0.051530648
6474979348003798,-7.850253,-4.9085765,1.8738792,-0.011184947,0.030359142,-0.04833495
6474979446500256,-7.903194,-4.9348974,1.9528424,-0.024500359,0.017043728,-0.05925359
6474979466203902,-7.845467,-4.9061837,1.9767706,-0.014913263,0.0069240145,-0.055258963
6474979545020673,-7.8816586,-5.028517,1.7494525,-0.013049104,0.040478855,-0.04327509
6474979643514475,-7.8864446,-5.009374,1.8068802,-0.006258244,0.015712187,-0.046603944
6474979663199631,-7.919944,-5.0452666,1.794916,-0.009054481,0.011451255,-0.031823836
6474979742042444,-7.809575,-4.971089,1.8427725,0.0023967742,0.014646954,-0.009453943
6474979840541089,-7.811968,-5.117051,1.91695,-0.0027962367,0.0005326165,-0.0026630824
6474979860243902,-7.785647,-5.1003013,1.9336998,0.036217924,-0.012117025,0.005326165
6474979939051454,-7.8167534,-5.1696935,1.8451654,0.06431344,-0.010252868,0.01611165
6474980037559996,-7.84786,-5.0644093,1.7997017,0.046603944,-0.0034620073,0.006258244
6474980057256610,-7.780861,-5.0333023,1.7470596,0.0057256273,-0.0030625449,0.007057169
6474980136062444,-7.7904325,-4.9806604,1.8523438,-0.0033288533,-0.014380646,0.020505736
6474980234575412,-7.804789,-5.0644093,1.971985,-0.006391398,-0.030891757,0.030359142
6474980254271819,-7.8888373,-5.0548377,2.0078773,0.00079892477,-0.039546777,0.0290276
6474980333072131,-7.704291,-4.9109693,2.0341983,0.0033288533,-0.009853406,0.04167724
6474980431587496,-7.876873,-4.959125,2.0629122,-0.021038352,-0.036084767,0.051530648
6474980451282808,-7.8406816,-4.9567323,2.0724835,0.01997312,-0.023701435,0.043807708
6474980530077131,-7.7880397,-4.829613,1.9456639,0.018242115,-0.020106273,0.035951614
6474980628601871,-7.819146,-4.781757,2.0174487,0.027962366,-0.010252868,0.022103585
6474980648285152,-7.792825,-4.879863,2.0341983,0.049932797,-0.00013315413,0.015845342
6474980727089162,-7.9366937,-4.686044,2.0174487,0.022103585,-0.00013315413,0.021171506
6474980825603850,-7.9127655,-4.772186,2.1323042,0.0034620073,-0.01611165,0.0023967742
6474980845301714,-7.8864446,-4.781757,2.0916262,-0.0034620073,-0.011184947,-0.005059857
6474980924112131,-7.9630146,-4.7865424,2.1275184,-0.0069240145,-0.0030625449,0.0038614697
6474981022619944,-7.8960156,-4.8822556,2.0437696,-0.019440502,0.0030625449,0.0067908606
